Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
0                        0.0022079929378297594    8258                     1.5032949379789151       2.583961195273349        0.06785801883235003      1.2324125706464943       1.6960219924573956       1.4227726384027042       0.9999834919999999       0.049999999999999996     4.235731228192647        2e-05                    0.4250718330343564       4e-06                    0.1125                   2.0723984                1.6640644                78.77466005267519        0.6998106060606061       0.6036931818181819       1e-05                    33                       0.4167205926143762       2.097186868840998        0.0                      0.0                      7.153413599187678        
200                      0.3028818740447362       833307                   6.161698614824328        2.4286571521444147       0.14613579902557197      1.2125921039322929       1.6667118544716857       1.427552430151337        0.99668328               0.05                     0.9845060119405389       2e-05                    0.4305367299821228       4e-06                    0.201904296875           -0.0038210708            1.1647397                7.11600078235973         1.0                      0.8944128787878788       1e-05                    6633                     0.30045170495004364      1.0367359681562944       0.5975718051195145       0.6569645553827286       0.314935994870735        
400                      0.6056112327178319       1658449                  4.923253895181804        3.733636492830548        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.993382676              0.05                     9.700442150235176        2e-05                    0.4411454666405916       4e-06                    0.253173828125           0.30727166               4.5862727                5.57678696603486         1.0                      0.926373106060606        1e-05                    13233                    0.2923795598925966       1.026963811932188        0.45749596506357193      0.5884376168251038       0.2041398539687648       
600                      0.9073629219002194       2484079                  2.872297788327344        4.021348344007503        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.990080192              0.05                     2.9378109369426966       2e-05                    0.42571493540890515      4e-06                    0.289306640625           -0.0067971563            2.9458241                4.731835567589962        1.0                      0.9343039772727273       1e-05                    19833                    0.2922564781073368       1.0156272252400715       0.46714983880519867      0.571787416934967        0.15301389043981378      
800                      1.2025281102127499       3308270                  5.270339961256952        4.240827835474406        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.986783388              0.05                     1.3419315349310637       2e-05                    0.4336553120519966       4e-06                    0.399169921875           0.23607983               1.8156961                4.12241791233872         1.0                      0.9667376893939394       1e-05                    26433                    0.28587651975227124      0.9944927331173059       0.40250615775585175      0.5095208436250687       0.12394108194293398      
1000                     1.4974013890160454       4133102                  3.3877685976762826       6.89815950388426         0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.9834841400000001       0.05000000000000001      1.665880372747779        2e-05                    0.4427846719045192       4e-06                    0.3486328125             -0.0014369221            1.7838979                3.7176822315562856       1.0                      0.9699337121212122       1e-05                    33033                    0.287574544097438        0.9734720461296313       0.40645143389701843      0.5049570873379707       0.10905159784085822      
1200                     1.7901734464698367       4959119                  0.8053700460351332       4.751548673090898        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.980180076              0.05                     2.136981889605522        2e-05                    0.4461043211631477       4e-06                    0.391357421875           -0.32714224              2.1672468                3.350962956746419        1.0                      0.9777462121212122       1e-05                    39633                    0.2861255443457401       0.9711977496291652       0.37569157034158707      0.47002704441547394      0.09487409844542995      
1400                     2.0825241529279284       5787497                  0.009903081046511346     7.094412300424407        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.9768665999999999       0.049999999999999996     1.3560680663213134       2e-05                    0.4309930757153779       4e-06                    0.282958984375           0.13523155               1.7823884                3.091603250214548        1.0                      0.9773910984848485       1e-05                    46233                    0.2895626082564845       0.955540064609412        0.42005755007267         0.4893054738640785       0.08859121076988452      
1600                     2.37398209505611         6616929                  1.6000034539997312       9.335312862057904        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.973548876              0.05                     1.1812436655163765       2e-05                    0.4327895510941744       4e-06                    0.32177734375            0.04480895               1.389634                 2.8338450807513613       1.0                      0.9815340909090908       1e-05                    52833                    0.290487932436394        0.9431813268950492       0.39051222801208496      0.45686619728803635      0.08148183064027266      
1800                     2.6651018597682317       7446443                  4.347214007340193        5.252094766516391        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.97023082               0.05                     1.39018240198493         2e-05                    0.43832967593334615      4e-06                    0.32958984375            -0.19282477              1.9597025                2.5509718114679507       1.0                      0.9863873106060607       1e-05                    59433                    0.28925789486278186      0.9401134433168353       0.3785613179206848       0.4450155571103096       0.0703161358833313       
2000                     2.9569323394695917       8275953                  8.985955071240378        6.453026551265062        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.96691278               0.05                     1.5065755136311054       2e-05                    0.4371980538126081       4e-06                    0.358642578125           0.014787487              1.6272033                2.303597247961796        1.0                      0.9900568181818181       1e-05                    66033                    0.28931840983304113      0.932414994095311        0.3574454262852669       0.4162473753094673       0.06070938796708078      
2200                     3.247319043411149        9105465                  10.322604489167572       3.475126355843366        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.963594728              0.05                     1.0183272389695048       2e-05                    0.42802086123265326      4e-06                    0.308837890625           -0.033156548             1.5036707                2.118383927778764        1.0                      0.9915956439393939       1e-05                    72633                    0.2911042661377878       0.919536373832009        0.36941802501678467      0.4037889167666435       0.055418876987515076     
2400                     3.538974057899581        9934947                  6.794890014531543        5.714532912283525        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.960276804              0.05                     0.8007344650104642       2e-05                    0.43499364354647696      4e-06                    0.28076171875            0.045902334              1.1591316                1.9635189518784033       1.0                      0.9898200757575757       1e-05                    79233                    0.29170776135993726      0.9160682504827327       0.3326149508357048       0.3878856897354126       0.051821603016419845     
2600                     3.8320553510718876       10764451                 1.5516477792904808       6.078593904603977        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.956958788              0.05                     0.8751731417141855       2e-05                    0.437574832001701        4e-06                    0.3193359375             0.21845247               1.4150286                1.8094789909593987       1.0                      0.9921875                1e-05                    85833                    0.29156339529788855      0.9148075652844978       0.30792223662137985      0.38136179745197296      0.04729722304777666      
2800                     4.129344443347719        11593917                 1.6266142956983642       6.340733268434919        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.95364092               0.05                     1.2417376302182674       2e-05                    0.4291233739349991       4e-06                    0.32763671875            0.1348326                1.0269477                1.6724001855561228       1.0                      0.9924242424242424       1e-05                    92433                    0.2920039856072628       0.9102284547054407       0.33576304465532303      0.3859700635075569       0.04367712501323584      
3000                     4.432281851304902        12423468                 3.9520561182296525       7.683228420528304        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.95032272               0.05                     1.1684854328632355       2e-05                    0.44390737265348434      4e-06                    0.34521484375            -0.36567533              1.925554                 1.5424611062714548       1.0                      0.9898200757575757       1e-05                    99033                    0.29212159099000873      0.9111323067636201       0.3458487316966057       0.38321520388126373      0.039557769443049576     
3200                     4.740641871028476        13250608                 7.6603443914430125       7.5420653959309245       0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.947013984              0.05                     0.619459590408951        2e-05                    0.44231322105042636      4e-06                    0.3212890625             0.12211722               1.0782092                1.4406362302375562       1.0                      0.9919507575757576       1e-05                    105633                   0.2961398760477702       0.8869763576623165       0.32694899290800095      0.3746586814522743       0.03759055968486902      
3400                     5.036598571472698        14071459                 5.513626331630885        4.628978908572648        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.94373058               0.05                     0.6479334607720375       2e-05                    0.433423719368875        4e-06                    0.2578125                0.061980817              1.0623912                1.3314587275187173       1.0                      0.9901751893939394       1e-05                    112233                   0.29647241216717346      0.8854880477442886       0.3343030884861946       0.3656412959098816       0.0340056654178735       
3600                     5.333373026384248        14892312                 5.172525226659669        7.280820731036374        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.9404471680000001       0.05                     0.6658253660425544       2e-05                    0.4281373047269881       4e-06                    0.259765625              -0.032301396             1.0208019                1.2520820733272666       1.0                      0.9910037878787878       1e-05                    118833                   0.29828786127495044      0.8762179576989376       0.3412140756845474       0.3769892230629921       0.03276939103097627      
3800                     5.628746118148168        15713146                 2.8428306270293686       6.528159669528479        0.14898016869263206      1.2279837127195465       1.6688164966466232       1.4279431957451039       0.937163832              0.05                     1.153678537812084        2e-05                    0.4266128574963659       4e-06                    0.228271484375           -0.05606722              1.6300673                1.163823532335686        1.0                      0.9913589015151515       1e-05                    125433                   0.29638482585097803      0.8835692550196792       0.3316638320684433       0.37236178666353226      0.030266700368939022     
