Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  Disc_Loss                Disc_Acc_Expert          Disc_Acc_Agent           Disc_Stepsize            Disc_Steps               Disc_Prob                Disc_Abs_Logit           Disc_Reward_Mean         Disc_Reward_Std          Grad_Penalty             
0                        0.0021506198909547595    8252                     1.9397209721006898       0.36985936420093984      0.06682420182472289      0.838786209783432        1.0547308984006578       0.8564787202126602       0.999983456              0.05                     3.487068577607473        2e-05                    0.42501648018757504      4e-06                    0.15130208333333334      1.9899367                1.6743364                64.33122114701705        0.8066998106060606       0.6321022727272727       1e-05                    33                       0.3974632566625422       2.0035456455115117       0.0                      0.0                      5.810877713290127        
200                      0.30065296881728704      835147                   1.033995789876867        4.9763913230141394       0.09566468997836053      1.0136393482380974       0.9969546443237299       0.8556689153084062       0.99667598               0.05                     3.024120236746967        2e-05                    0.40566889313049614      4e-06                    0.205322265625           0.0974556                1.564308                 6.607420603434245        1.0                      0.876657196969697        1e-05                    6633                     0.2993645523533677       1.0932882482355293       0.6158836036920547       0.6875328719615936       0.2666968215595592       
400                      0.5955272614293629       1664109                  3.548196866140105        1.3192010937163254       0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.993360076              0.05                     17.47746687568724        2e-05                    0.4235169473104179       4e-06                    0.53271484375            0.16508994               4.648161                 4.96388510501746         1.0                      0.9344223484848485       1e-05                    13233                    0.28896729151407874      1.0331968827681108       0.46588102728128433      0.5897011160850525       0.1459669488849062       
600                      0.9142333039972517       2490423                  3.471760997449034        1.7494711950694077       0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.9900548                0.05                     3.2317071594297886       2e-05                    0.5678357540164143       4e-06                    0.673095703125           1.1364202                2.1797788                4.956112601540305        1.0                      0.7884706439393939       1e-05                    19833                    0.32060793674353394      1.3640364733609287       0.622660294175148        0.7319686412811279       0.13891513419873786      
800                      1.2231442393859226       3316031                  3.2618491668542307       3.6911029481889495       0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.9867524320000001       0.05000000000000001      1.1016220515593886       2e-05                    0.5317626935429871       4e-06                    0.627685546875           -0.31635877              1.3916876                3.838150891390714        1.0                      0.9223484848484849       1e-05                    26433                    0.290124055111047        1.0609891486890388       0.4431377276778221       0.5892575085163116       0.08936450517538821      
1000                     1.5389147941271464       4141707                  3.554304613051206        5.045909176449999        0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.983449684              0.05                     1.6966995475813746       2e-05                    0.47160817426629364      4e-06                    0.519775390625           -0.32771435              1.821623                 3.2948481819846416       1.0                      0.9676846590909092       1e-05                    33033                    0.2815302213033041       1.0143158941557913       0.4593367353081703       0.5039589405059814       0.06375562602823431      
1200                     1.8529185405704711       4968594                  2.212838188931029        6.515151679538993        0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.980142156              0.05                     2.2256834292784333       2e-05                    0.46262858784757555      4e-06                    0.488037109375           0.051128916              1.8387307                2.94328718474417         1.0                      0.9846117424242424       1e-05                    39633                    0.27626268791429925      1.0090058066628196       0.2507597804069519       0.3840053081512451       0.050362962664979874     
1400                     2.1687099232938554       5796261                  6.176802052448654        5.5303474467257026       0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.976831508              0.05                     1.2140628746710718       2e-05                    0.4887457194272429       4e-06                    0.55712890625            -0.42907327              1.5666169                2.666053945367987        1.0                      0.9912405303030303       1e-05                    46233                    0.27629902868559864      0.9955634781808564       0.3304036632180214       0.3848312795162201       0.04086181702035846      
1600                     2.4854861330986022       6624557                  1.8356146297557157       6.137911818106581        0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.973518364              0.05                     1.539801012724638        2e-05                    0.5252837627194822       4e-06                    0.638671875              0.12843049               1.7157428                2.4349577932646778       1.0                      0.9936079545454546       1e-05                    52833                    0.2744069749658758       0.9982164267337683       0.3019642159342766       0.3587581664323807       0.033827740134614884     
1800                     2.8086480659908717       7452913                  6.587518331956358        4.848617556153101        0.1398129892778979       1.0184165772896745       0.9961723703907593       0.8561257222948546       0.97020494               0.05                     0.8966798800975084       2e-05                    0.48121132142841816      4e-06                    0.5224609375             -0.32759115              1.3180952                2.2460325992468633       1.0                      0.9959753787878788       1e-05                    59433                    0.27443919037327624      0.9959701191295277       0.24353529885411263      0.33298803120851517      0.029126169103564636     
